sentiment,headline
positive,"Atria Eesti's general director, Kaido Kaare, reports that the company has spent more than EUR 9.59 million on pig farms in the past few years, resulting in a total of EEK 150mn in investments."
neutral,The value of the three-year contract is estimated at EUR40m .
neutral,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .
positive,"Altia's operating profit saw a significant increase, reaching EUR 47 million from EUR 6.6 million."
positive,Unit costs for flight operations fell by 6.4 percent .
neutral,A PLUMBING business has announced it is sponsoring a professional darts player .
negative,"The company intends to shut down two of the three lines at the plant, which are expected to pose a risk to around 450 jobs."
negative,"The net profit of Stora Enso in 2009 was EUR 879.7 million, which was higher than the previous year's loss of EUR 673.4 million."
neutral,These savings will have full impact as of the beginning of 2007 .
positive,Salomon's social plan negotiations were a crucial aspect of the three-year turn-around program aimed at ensuring its future competitiveness.
positive,The Vegetable Oil Business's net sales saw a rise to EUR 10.6 million from EUR 10.1 million.
neutral,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany ."
positive,"The biggest pharmaceutical producer in Lithuania, Sanitas, has been acquired by Amber Trust II, an investment fund registered in Luxembourg, with the final approval of the Competition Council."
neutral,The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .
negative,Stora Enso Oyj predicted a 50% decrease in revenue in the second quarter compared to the same period in 2007.
negative,"On Thursday, Cencorp Corporation, a Finnish automation solutions company with the OMX Helsinki symbol CNC1V, declared a profit warning for the third quarter of 2008."
neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .
negative,Sampo Bank's market share of lending decreased to 13.6 % from 14.4 % in the first quarter of 2008.
positive,"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today ."
negative,"The fixed-period or part-time temporary layoffs in April-October have affected more than 1,800 employees at Tornio Works, which employs 2,300 people."
negative,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .
negative,"The Sievi units have reaped the loss of 17 employees, including those in salaried and group administration roles."
neutral,"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity ."
neutral,A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .
negative,"Staff members from the administrative and support divisions at Finland's Sampo Bank, which is now a subsidiary of the Danske Bank group, will be laid off."
neutral,Most of the dividend will go to the Grimaldi family .
neutral,"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters ."
negative,"Chuck Smith's termination from his $ 90,000 housing consultant job on May 30 resulted in him and his wife having to cut their family budget by half, relying on his wife's income, which was similar to his own."
negative,"TietoEnator, an IT services firm, reversed its previous gains and maintained a flat 22.70 eur price."
neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland ."
positive,"ACG1V, a subsidiary of Aspocomp Group Oyj OMX, reported a net loss of EUR 2 million USD 2.5 million in the first nine months of 2008, according to ADP News."
negative,The sales of mid-strength beer fell by 40%.
positive,"In contrast to the negative return on investment of 4.1 % in 2009, the return on investment was 5.0 %."
negative,"In 2006, Scanfil, a Finnish electronics contract manufacturer, recorded net sales of EUR 241.2 million, which was a decrease from EUR 321.6 million in 2005."
neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .
positive,"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained ."
neutral,The shops are located in the capital region and the Paijat-Hame region .
negative,"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue ."
positive,"The third-quarter net profit of Amer Sports Corp., a global manufacturer of sports equipment with brands such as Atomic, Salomon, and Wilson, increased by 64 percent to EURO 47.4 million $ 65 million, thanks to strong sales and cost-cutting measures."
positive,"According to Kai Telanne, the CEO, the company's newspapers achieved the best financial result ever."
positive,Lean System supports change management and component purchasing extremely well .
neutral,"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October ."
negative,The diluted earnings per share ( EPS) was EUR 0.25 out of EUR 0.42.
positive,"The cash flow from operating activities of Fiskars in 2009 was EUR121m, which was an increase from EUR97m in the previous year."
neutral,Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?
negative,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % ."
positive,"Due to the business acquisitions made in the first half of 2008-09, net sales increased by 8 percent from the previous reporting period, reaching EUR64.3 m in the review period."
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan ."
positive,"According to Dirk Jones, the head of Financial Institutions Client Sales Management , GTS, Citigroup , Inc, the bank is ""extremely pleased"" with Citi's global custody services for Pohjola Group Bank."
neutral,"The total floor area of the plant expansion is 29,000 square metres ."
neutral,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m ."
positive,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden ."
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 ."
